image_id,present_words
1309,"angry,around,bench,big,boy,building,center,child,children,circular,close,clothes,country,decoration,design,diameter,enter,felt,fine,foreground,fountain,got,imagine,lined,lovely,overseas,park,people,playing,plaza,season,several,sitting,square,stone,surrounding,touching,tried,two,water,wet,whale,winter,wondering"
1311,"bag,bath,beak,birds,black,blue,body,case,channel,child,containing,cute,doll,duck,every,feeling,float,floating,fun,good,orange,plain,play,pool,several,shape,small,sunglass,swimming,toy,various,vinyl,water,wearing,yellow"
1321,"beautiful,big,block,building,buildings,castle,country,dark,destination,enter,entrance,famous,front,gathering,inside,japan,lead,lighted,local,lower,made,many,mortar,one,people,probably,same,scattered,seen,shape,sparsely,square,stacked,stadium,staircase,stone,tourist,wall"
1326,"affection,back,being,blond,canyon,child,cliff,climb,coat,couple,dad,daughter,dress,family,father,finished,five,girl,grand,her,high,imagine,let,light,looking,maintained,mother,mountain,parent,parents,place,relatively,road,rock,scenery,set,shoulder,standing,still,sunset,three,transmitted,turned,valley,vast,waist,wearing,wilderness,young"
1329,"beautiful,being,bigger,blue,bluecolored,casting,cat,center,coat,darkcolored,decided,ear,effective,eye,eyedrop,face,fear,gaze,gradation,gray,grows,human,ice,keen,learns,light,long,looking,more,place,point,screen,sharp,shining,siamese,slightly,standing,talking,whisker,white"
1333,"across,big,blue,brick,bridge,building,canal,center,clear,cobblestone,connecting,crowded,history,house,impressive,lined,many,old,orange,over,overall,passenger,people,raining,red,river,roof,roofed,run,sightseeing,sky,spot,street,together,town,walking"
1337,"area,beyond,bike,blue,buggy,cart,desert,eye,face,figure,four,front,lens,made,man,mirror,motorcycle,offroad,people,person,reflected,reflecting,running,sand,scenery,sculpting,seen,shining,shown,sky,sun,sunglass,sunglasses,two,wear,wearing,wheel"
1348,"appear,background,beautiful,big,building,city,combination,contrary,enjoying,everyone,front,fun,glasslined,highrise,large,lined,link,location,movie,people,place,rink,romantic,saw,scene,scenery,seemed,skate,skating,skyscraper,sliding,spread,surprised,throughout,unbalanced"
1349,"amazing,arch,become,between,black,boy,center,chair,city,connected,gate,green,heading,here,installed,jean,light,looked,lush,man,near,necessary,one,over,parasol,pillar,pillars,polo,promenade,reflected,roadway,shaped,shirt,staring,stick,street,streetlight,three,unpleasant,vertical,walking,well,widening,wonder,wore"
1361,"black,bus,came,car,caused,dark,disappointed,embarrassed,end,eye,eyebrow,face,hair,he,here,him,looking,man,narrow,outside,painful,purple,sad,seat,seriously,sits,small,someone,space,staring,train,tshirt,vehicle,window,wonder"
1367,"american,audience,back,behind,car,child,classic,face,fire,flag,front,gathering,girl,hand,he,men,open,parade,people,previous,raise,raising,rear,red,reflected,retro,rider,riding,road,saw,seat,seated,shaking,situation,smiling,spectator,still,street,tree,truck,two,type,watching,waving,woman"
1370,"anything,away,big,bit,black,body,clothing,dead,dress,else,fairly,far,forest,front,growing,gun,hard,holding,hunter,hunting,imagined,inside,life,long,man,may,military,mossy,mountain,person,primitive,reflected,shooting,stand,standing,stone,tree,understand,visible,walking,wearing"
1373,"able,black,body,cleanly,course,curved,environment,exercise,feeling,female,flesh,foot,footstep,great,imagined,increase,jogging,lawn,lawnrich,leg,legging,lower,maintained,opportunity,park,paved,people,person,place,pleasant,reflected,road,run,running,s,shape,sneaker,sportswear,thinness,understood,wearing,woman"
1383,"accidentally,aesthetic,around,attract,background,ball,breaking,broken,bulb,christmas,cleaning,complement,cracked,debris,decorated,decoration,destructive,did,drop,dynamism,feeling,fitting,fragment,golden,good,green,light,metal,moment,object,round,scattered,shaped,silver,speak,stunned,table,tree"
1387,"asphalt,black,brown,building,cat,close,concrete,corner,cute,delicious,eating,eye,gray,hand,her,home,house,item,licking,own,owner,placing,putting,relax,relaxed,relaxing,return,seemed,sits,sitting,sleeping,step,stone,stripe,thin,tiger,toe,tongue,white"
1402,"appearance,bullfight,bullfighting,center,coming,cow,cowboy,cows,fence,filming,gallery,hard,hat,horn,intense,looked,looking,man,many,movement,moving,open,people,person,poor,raging,riding,rough,scary,show,shown,space,stadium,swing,visitor,watching,wearing"
1406,"across,around,been,behind,black,broken,came,chief,concerned,destroyed,development,expression,face,feeling,fell,felt,fence,find,foot,found,grass,green,ground,half,halffeet,hand,hat,he,her,installed,looking,man,meadow,movie,neck,off,official,one,part,person,pile,presence,ranch,running,scared,section,someone,spread,surprised,suspicious,tree,walking,watch,watching,wearing,wonder,wooden,wrapped"
1413,"afar,age,almost,away,background,beautiful,brown,calf,calves,came,cow,cows,eating,evening,everyone,far,feeling,freely,gentle,glow,grass,grinning,head,hill,important,meadow,pasture,pattern,point,reflected,relatively,released,sadness,same,setting,shadow,sheep,sky,small,somehow,sun,sunset,ten,under,various,wonder"
1418,"agora,alone,amazing,black,camisole,canyon,concentrate,enjoy,feeling,forming,grand,gravel,he,high,liberation,likely,longhaired,meditate,mountain,one,place,played,pose,posing,practicing,reflected,rocky,scrape,she,sitting,spot,still,summit,terrible,thrill,top,underwear,visible,woman,women,yoga,young,zazen"
1428,"above,animal,bait,between,brown,brownish,buried,coaty,cold,cow,dead,eat,elongated,felt,food,grass,ground,limb,little,longnosed,looking,one,piled,place,snow,snowy,thin,tough,tree,walking,withered,wondering"
1429,"already,around,between,body,came,car,coaster,curve,forest,front,gentle,green,inside,installed,lush,much,operation,picture,place,point,post,rail,red,roller,run,running,sense,shine,speed,taken,tilt,top,tree,view,yellow"
1443,"airplane,atmosphere,back,being,beyond,brave,bridge,brought,brown,departure,dramatic,enough,facing,far,feeling,fire,fly,gray,ground,landed,lawn,light,may,near,off,one,perspective,plane,rising,running,runway,safely,satisfactory,sky,small,surroundings,turf,two,wheel,wonder,word"
1445,"agree,belt,black,blue,bodysuit,bodysuits,bottom,came,competition,dojo,dress,face,female,fighting,floor,fresh,grade,judo,karate,kind,laid,man,mat,men,never,people,playing,pose,seen,seriously,shown,stage,taking,transmitted,two,type,wearing,white,woman"
1457,"adult,amusement,another,attraction,back,backwards,beautiful,beyond,bright,coaster,course,daytime,even,face,fence,ferriswheel,flower,front,large,light,lighted,little,middle,neon,night,one,park,peep,pepsi,play,plaything,roller,same,shape,shine,signboard,stand,various,view,white"
1471,"appetite,autumn,beautiful,beautifully,been,beyond,bit,blue,branches,colored,face,fall,felt,got,hidden,hungry,leaf,leafy,maple,myself,orange,plant,plenty,posted,red,reddish,reflected,scenery,screen,season,seen,sky,stained,tree,various,wonderful,yellow"
1477,"around,beach,belly,center,day,face,forward,good,got,land,lying,penguin,picture,pleasant,raising,reflected,round,sea,squeeze,standing,stone,strange,stuck,sunny,water,without"
1481,"actress,angelina,autumn,back,beautiful,behind,beyond,brown,coat,doe,even,faint,flowing,fur,great,her,humans,lady,looking,mountain,nature,neck,power,river,scenery,screen,similar,spreading,stand,truly,valley,wearing,woman"
1487,"appearing,background,black,body,brown,change,dance,dancing,different,dressed,energetic,form,gray,hair,halfway,hand,hanging,he,hip,hop,intense,jean,longsleeved,man,may,men,moment,move,movement,music,open,purple,raglan,seized,shirt,shoulder,sleeve,slightly,sneaker,step,thin,violently,watch,wearing,white,wonder,young"
1491,"atmosphere,attached,back,ball,beautiful,behind,blooming,blue,clear,deflate,flower,glory,gradation,green,image,kind,light,little,more,morning,name,open,overlapping,pale,pink,pretty,round,sky,slightly,springlike,stem,taken,time,two,under,well,white,wonderfully,youthful"
1493,"adolescent,away,black,boy,brick,bristle,brush,building,center,city,distance,doe,earth,establishment,four,grassland,gray,green,involved,japanese,lined,lush,made,making,man,natural,one,paint,painted,person,photo,picture,place,rich,roofed,school,stepping,stone,sturdy,table,tin,tree,village,wall"
1501,"ball,being,black,child,conveyed,countertop,couple,crayon,cut,daughter,different,draw,drawing,even,everybody,felt,foreign,friend,funny,girl,happening,happy,ideal,image,kitchen,making,man,painting,parentchild,picture,preparing,purple,put,salad,same,shirt,sleep,small,smile,space,vegetable,woman,writing"
1515,"amusement,arcade,atmosphere,been,bench,big,bright,center,crane,dark,experienced,facilities,facility,flashing,front,full,game,gaudy,inside,land,light,lighted,lining,lively,lonely,machine,many,neon,night,noisy,open,park,people,place,played,rest,shining,shop,sidewalk,sitting,sport,store,taking,various,walking"
1517,"able,ahead,arm,barefoot,beautiful,behind,cliff,clothing,earth,exercise,face,feeling,felt,flat,foot,foreign,gave,girl,good,grabbed,green,ground,hand,harsh,healthy,hill,holding,inheritance,inside,lady,light,majesty,matched,mountain,nature,near,overlooking,place,pose,posing,posture,power,raised,remains,seemingly,shape,she,short,sideways,soil,somewhat,standing,staring,still,stood,store,straight,taking,tank,toe,top,wanting,went,woman,yoga"
1529,"agricultural,back,big,boy,buy,center,child,crop,elderly,family,halloween,hand,harvest,holding,laughing,looking,lying,male,man,many,middleaged,mother,orange,over,pulling,pumpkin,scenery,shopping,touching,unable,wait,watching,woman,womma"
1537,"airport,another,arrive,bag,beside,big,blue,calm,carryback,caster,corridor,creamcolored,dark,feeling,hand,he,jealous,lifting,lightly,looking,memo,motion,navy,one,orange,person,picked,purple,red,safely,shirt,standing,strange,suitcase,trip,two,walking,wearing,woman,women"
1549,"aquarium,beautiful,blue,brownish,difference,emerald,feeling,felt,fish,fun,green,interesting,kind,little,many,may,mixed,one,pictures,red,sea,several,shaking,similar,state,surface,swim,swimming,taken,tank,two,type,under,underwater,various,water,yellow"
1563,"behind,big,black,blower,blowing,careful,chance,checking,circular,cold,defect,fan,few,hand,here,incredible,large,man,manipulating,men,move,place,please,propeller,reflected,seat,seen,several,stadium,stand,sunglass,tremendous,wind"
1574,"air,area,attached,building,chimney,coming,dirty,emerges,exhaust,factory,fall,felt,flow,flowing,industrial,life,light,lighting,living,mass,moved,moving,night,reflected,rising,several,situation,sky,smoke,soaring,somewhere,start,sun,towards,ufo,white,whole"
1581,"affixed,back,blond,blonde,calm,carrying,chest,clothes,clothing,copy,dog,door,familiarity,felt,front,good,impression,learned,lesson,lined,locker,lovely,matched,may,note,opened,opening,pillar,preparing,purple,received,red,rocker,seal,second,sense,several,standing,sticker,text,unity,university,visible,watching,wine,woman"
1587,"actually,aligned,big,border,car,care,cleaning,collecting,concrete,descending,disposal,dispose,door,entrance,facility,floor,garbage,immediately,inside,instrument,multistorey,mysterious,object,order,paper,parking,piece,pipe,place,placed,show,shutter,sight,sticking,stuck,thin,three,tool,visible,wall,white,window,wonder,yellow"
1591,"around,beautiful,blue,cast,center,circle,concentrically,crest,doe,droplet,fall,feeling,formed,gradually,green,greenish,light,lightly,line,liquid,nimble,over,paint,point,reflected,ripple,screen,sense,spread,surface,surroundings,transparency,turned,water,wavy"
1602,"appear,bare,beach,below,big,blurred,brown,careful,dangerous,feeling,focus,foot,here,injured,line,looking,man,meaningless,men,myself,ochercolored,one,people,picture,point,really,rolling,sand,sandal,sandy,sea,shoot,short,shot,sight,step,stone,walk,walking,wearing"
1610,"big,brown,camel,center,coming,considerable,difficult,figure,head,height,image,imagined,many,object,overlap,overwhelmed,pant,people,person,picture,pyramid,raw,reach,riding,rise,rock,shaped,shirt,shown,sightsee,sightseeing,small,style,taking,top,tourist,triangle,turban,walk"
1617,"antenna,attached,center,clear,collecting,curved,electricity,focal,generated,generator,large,light,line,lined,making,many,metal,mirror,much,object,panel,parabolic,plant,point,power,radio,receive,receiver,rectangular,shape,silver,sky,solar,sunshine,taking,topic,wave"
1628,"back,beautifully,behind,blue,box,child,christmas,colorful,decorated,decorating,decoration,electric,forward,front,gift,gold,green,large,leaf,looking,many,ornament,packaged,paper,pattern,plenty,present,reaction,red,round,size,small,sparkling,tree,under,white,wrapped,wrapping"
1631,"bathing,better,bikini,black,border,bottom,cliff,hope,jump,kept,looking,man,men,ocean,place,red,rock,rocky,scary,standing,stiffly,style,suit,summer,swim,swimsuit,swimwear,two,under,watching,wearing,winter,woman"
1635,"accompanied,away,best,center,cleaner,cleanliness,container,danger,dangerous,difficulty,driving,factory,feeling,forklift,glance,ground,heaviness,heavy,hose,inside,labor,likely,looking,man,men,nearby,number,onsite,operator,orange,pass,person,place,row,scene,showing,site,sprinkling,square,talking,walking,watching,water,wearing,white,work,workplace,yellow"
1641,"afar,against,around,background,big,boat,cheer,child,corner,design,docking,done,dragon,duck,feather,flashy,floating,foot,good,heard,horn,house,japan,lake,lined,lining,mountain,one,panda,pattern,peacock,pier,play,pond,quiet,several,shaped,simple,spot,standard,swan,two,unit,unusual"
1645,"atmosphere,beautiful,black,church,colorful,combine,coming,dark,darkness,dazzling,delicate,designed,direction,drawn,except,fantastic,felt,firmly,floating,getting,glass,good,here,illuminating,inserted,inside,large,light,momentum,mystique,one,painting,pattern,picture,projected,rainbow,religious,room,sacred,space,stained,standing,stark,strike,toward,vertical,window"
1656,"above,atmosphere,beyond,blue,city,clouds,deep,dyed,europe,fantastic,felt,flat,foreground,glow,ground,majestic,making,mixed,morning,mountain,nice,northern,orange,pale,piled,really,reflected,remains,scene,screen,setting,sky,snow,spreading,still,strained,sun,various,whole,wide,wonderful"
1659,"beautiful,behind,between,beyond,blue,bright,clear,cloud,contrast,dazzling,fantastic,floating,flowing,grass,green,greenery,light,long,lower,meadow,mood,mountain,pale,part,plugged,rich,several,shaking,sky,slope,small,spread,stained,sun,sunshine,town,under,wind,yamato"
1662,"along,backing,beach,beautiful,behind,being,castle,coast,coastline,high,hitting,irregular,magnificent,nature,ocean,old,one,projected,rawly,reach,rising,rock,sand,scenery,seen,shape,shine,shining,sight,silhouette,spread,stone,strange,sun,sunlight,thin,top,tower,uplifted,view,visit,white"
1663,"alongside,beige,bicycle,bike,brown,couple,cut,cycling,dark,enjoyingly,folding,forest,fun,good,happily,happy,helmet,laughing,man,may,mountain,path,pink,polo,properly,really,ride,riding,road,shirt,short,small,smile,support,term,wear,wearing,well,wheel,white,woman"
1668,"being,below,big,bottom,car,concept,construction,continue,corroded,directly,image,internal,kind,lifted,looking,machine,may,moving,old,part,picture,pretty,reflected,rusty,seen,showing,shown,state,tire,wondered"
1669,"appearing,background,balloon,black,blue,bulging,center,deflating,distorted,downward,earth,every,floating,floor,indicative,maximum,mouth,one,orange,picture,reflecting,shape,shown,slightly,slippery,state,tie,tied,top,turned,two,upside,white"
1679,"athletics,become,black,blackhaired,brick,center,character,crumbled,dancing,degree,drew,floor,front,frustrating,got,gray,gymnastics,hand,handstand,impression,inverted,kicking,leg,long,longhaired,making,middle,nonbrick,opening,pant,person,practice,process,shirt,shortsleeved,sideways,sneaker,sneakers,somewhat,stand,streetlike,trace,trouser,wall,wearing,whitish,woman"
1684,"ask,bear,black,boy,done,firm,ground,handmade,id,instrument,kind,knitted,knockout,made,myself,opposite,people,plate,playing,rope,rounded,similar,sitting,sound,surrounding,thick,top,two,tying,watching,well,wood,xylophone"
1715,"accumulated,amount,attached,concerned,dangerous,death,dirty,dust,etc,factory,food,gathering,glove,helmet,industrial,inhale,iron,large,lead,lime,machine,made,male,man,mask,masking,may,mixed,mouth,object,one,outerwear,outside,pipe,place,powder,powdered,put,scoop,shovel,stirring,sturdy,surrounding,table,vinyl,wear,white,wore"
1719,"appears,back,belongs,beside,black,blurred,cover,finger,golden,grand,greatly,hand,imagine,intense,keyboard,little,man,might,nail,open,over,person,piano,placed,play,playing,projected,reflected,rhythmically,score,screen,shaking,shown,song,wire,yamaha"
1726,"arm,around,beach,behind,bit,desert,filled,five,folded,foreign,funny,girl,handling,him,hoop,hula,khaki,knee,laughing,lined,man,middle,people,played,posterior,pure,rough,row,sand,sandy,shirt,sight,strange,sunglass,touched,trouser,turned,turning,waist,wearing,well,white,woman"
1734,"around,beautiful,beside,black,blooming,blue,building,central,cleanly,clothes,club,colored,court,even,evenly,fine,flower,foreign,form,girl,green,greeny,impressive,jacket,jersey,lawn,light,lined,maintained,men,one,park,parka,passage,people,planted,play,road,scenery,school,schoolyard,sidewalk,signboard,sky,space,square,straight,sunglass,talking,tennis,tree,two,under,walk,walking,wearing,weather,white,woman,women"
1736,"another,arranged,back,background,blond,blonde,blurred,blurry,book,bookshelf,cheek,clear,concerned,difficult,expression,front,girl,hair,lesson,lie,little,lonesome,looking,pink,profile,sad,soft,someone,standing,subject,tell,tend,tremendously,well,woman,wrong"
1737,"age,appearance,background,beautiful,black,cathoderay,changed,channel,childhood,completely,dial,different,doe,early,floor,form,grainlike,he,home,little,lonely,nostalgic,old,one,placed,real,remembered,room,saw,set,slightly,space,symbol,television,thin,tube,tv,type,using,worn"
1744,"analog,appearance,around,away,background,big,black,blowing,broke,broken,crts,crumbled,crumbling,crystal,debris,dropped,ear,end,falling,fell,fragment,glass,heavy,liquid,much,old,picture,piece,room,sad,scattered,seemed,show,shown,smoke,stop,surprised,television,top,tv,violent,woodgraining"
1748,"black,blackhaired,choose,femininity,flipping,flower,front,grand,he,loaded,much,music,over,page,person,piano,pink,play,practicing,score,set,shirt,sits,sitting,song,stacked,stand,tea,top,turning,woman,wondering"
1758,"actually,against,asians,back,background,black,canyon,cliff,deck,desert,fence,grand,impressed,jean,landscape,layer,leaning,log,looking,made,magnificent,man,many,men,mountain,observation,observatory,overlooking,people,scenery,seeing,shirt,splendid,stand,strange,stratum,talking,top,turning,two,vast,why,wilderness,woman"
1774,"aesthetic,asleep,bed,blackhaired,body,brown,bunch,curly,dim,enviable,esthetic,face,fat,hair,her,lady,little,lying,massage,massaging,middle,naked,operating,operation,pleasant,private,receiving,room,s,salon,shoulder,standing,table,thin,top,towel,treatment,undergoing,upper,white,woman"
1780,"aboard,along,area,attached,been,building,car,caught,city,dangerous,deck,doe,downhill,entrance,fit,footwork,inside,lined,one,outside,over,people,place,protrudes,quota,railroad,road,run,running,several,small,someone,standing,state,train,tram,uncomfortable,white,wonder"
1801,"alone,arch,around,beautiful,black,building,center,clean,college,fashionable,felt,fine,forest,front,gate,hard,high,hotel,inside,large,much,part,people,pillar,plant,planted,promenade,running,school,sidewalk,strange,street,surrounded,three,tree,university,walking,white,woman"
1805,"appearance,beautiful,behind,beside,big,boy,child,children,cloth,corridor,discharged,doctor,end,entrance,exit,facility,felt,front,girl,godly,hand,happy,hard,he,holding,hospital,husband,imagined,looked,man,mother,operating,parents,place,received,reluctant,restroom,room,s,seemed,serious,she,small,someone,son,standing,staring,story,surgery,talking,today,undergoing,uneasy,waist,wait,wearing,white,wife,woman,wonder,young"
1814,"building,clothes,costume,crown,dance,dancing,decoration,dressed,ethnic,event,felt,footwear,foreign,girl,glowing,golden,hat,head,india,indian,kind,long,made,old,place,pose,red,ruin,same,shoulder,standing,stone,three,tourist,traditional,waist,wear,wearing,white,woman"
1820,"back,beige,black,blue,center,chair,cloth,costume,creepy,dressed,feeling,flag,front,garden,gathered,gathering,group,head,israeli,large,line,lined,little,made,many,men,old,people,plenty,religious,rise,same,stone,stood,wall,white,wind,wore"
1832,"back,breakfast,communication,conversation,cornflakes,daughter,dining,eating,electricity,everyone,family,father,fine,four,front,fruit,good,happily,happy,her,home,late,luncheon,mat,member,middle,milk,mother,night,okay,pajama,people,plate,sitting,snack,son,supper,surrounded,table,talking,yellow"
1833,"accounting,asian,bowl,cash,center,chinese,clerk,counter,country,customer,dish,eat,exchanging,fast,food,many,menu,money,noodle,order,picture,receiving,red,register,restaurant,same,shelf,shop,somehow,state,store,tofu,uniform,watching,wearing,white,woman"
1837,"appearance,bathing,behind,big,bit,blue,body,cliff,dive,dynamism,ease,envious,fat,feeling,felt,fun,hand,having,imagining,jump,jumped,jumping,leg,looking,man,men,middleaged,midsummer,moment,momentum,off,over,people,person,picture,place,pleasant,popping,rock,rocky,scared,sea,several,sitting,skin,sky,spread,stonelike,stretching,suit,summer,swimsuit,two,under,vacation,warping,watching,wearing,woman,wonder"
1851,"beach,below,building,center,continuing,daytime,destroy,dig,digging,door,dry,endlessly,excavator,expanse,gray,ground,heavy,hut,large,lined,looking,machine,middle,moisture,plain,reddish,sandy,screen,small,soil,spreading,tap,tin,tool,vast,wilderness,wonder"
1869,"away,being,bubble,called,considerable,considerably,even,fall,falling,fear,feeling,felt,flow,hopeless,image,imagined,larger,likely,momentum,part,place,really,reflected,river,slightly,small,snowflake,standing,state,step,strong,swept,swiped,taking,under,vertically,water,waterfall,white,wide"
1876,"boy,child,children,circle,classroom,clothes,costume,cute,everyone,girl,girls,gymnastics,hand,head,making,many,meeting,national,plain,playground,practicing,purely,raised,raising,sing,small,smile,song,standing,wear,wearing,wonder"
1878,"appearance,audience,beach,close,crowded,curtain,dangerous,distance,enclosed,gallery,game,jean,link,man,men,much,naked,one,outdoors,people,perform,person,place,red,roller,sand,set,several,shirt,skateboard,skateboarding,sliding,special,stage,swimsuit,taking,two,upper,venue,watching,wear,wearing,white,wonder"
1883,"afterwards,animal,avalanche,back,been,branch,clouded,coniferous,covered,dangerous,darkcolored,deeply,descended,evening,evidence,footstep,forest,front,ground,heavy,human,leaf,line,little,many,mountain,occur,over,piled,screen,sky,snow,snowfall,standing,stepped,surrounded,towards,tree,walking,winter"
1898,"amazingly,around,avoid,board,brown,camera,carefully,danger,done,enter,entering,explanation,front,guide,inside,installed,landscape,mountain,object,others,people,person,picture,reading,reason,rise,rocky,rope,route,several,sightseeing,sign,spot,spreading,standing,stretched,taking,tourist,watching,white,wide,written"
1903,"back,beyond,big,black,blue,boat,careful,cloud,cruising,deck,enjoying,envy,feeling,fence,front,he,image,journey,land,leisingly,lined,liner,little,looking,luxury,mountain,ocean,over,overflowing,overhead,passenger,people,plenty,relaxed,relaxingly,resort,sea,seasickness,seen,ship,sky,slope,thin,top,towards,walking,wave,white,wood"
1911,"blunt,board,carving,chopping,cook,costume,cut,cutting,dried,everyone,fish,front,gorgeous,happy,here,national,outdoors,placed,red,reflected,road,round,sally,selling,smile,standing,stone,surrey,thin,things,treating,wearing,woman,women,yellow"
1921,"around,beautiful,blue,bottom,camera,clear,diver,diving,female,fish,flock,gray,hand,many,ocean,one,picture,rock,s,sea,shoot,sky,swimming,taking,tropical,turtle,underwater,vivid,wanted,woman"
1923,"above,away,back,been,behind,between,building,built,calm,care,cliff,cloth,dome,far,fine,floating,forgotten,gray,headed,internal,land,large,made,mark,medicine,nasa,ocean,sad,sail,scrapped,sea,seen,shape,ship,shore,square,tall,toward,wall,wave,white,wonder"
1928,"air,another,appearance,appeared,avoided,aye,beautiful,blue,bottom,bragging,cobalt,combination,did,directly,dust,elegant,elegantly,entire,falling,fish,floor,growing,hair,looked,momentum,ocean,one,playing,previous,ray,reflected,sand,screen,sea,seabed,state,submerge,suddenly,surprising,surprisingly,swimming,time,tortoise,transmitted,turtle,white,wing"
1937,"around,artificial,attached,battery,beautiful,being,between,big,blue,contrast,copied,crisis,daily,dark,earth,excellent,eye,feather,floating,flying,forecast,information,life,light,lower,mysterious,never,outer,part,piece,pitch,regularly,satellite,screen,sending,sight,solar,space,spacecraft,spread,spreading,star,time,touch,various,weather,wishing,wonder"
1951,"american,another,back,black,center,ceremony,drawn,face,flag,front,giving,great,he,here,leaf,microphone,necessary,necktie,obama,people,platform,president,purple,raised,regrettable,saturn,set,solemn,speaks,speech,stars,states,stripes,suit,talking,tell,terribly,thin,two,united"
1958,"animal,arranged,beard,behind,black,center,colorful,creepy,darkcolored,destination,ethnic,front,grandfather,growing,hand,hat,head,held,here,india,keep,laughing,lead,male,man,military,numerous,old,ornament,pose,red,serpent,shirt,shop,show,sitting,skin,snake,stall,stored,suspicious,tourist,turban,uniform,wear,wearing,white"
1963,"airport,already,always,around,arrival,back,baggage,big,board,comfortably,conveyorbelt,deposited,easy,find,flow,flowing,hand,her,long,luggage,passenger,passengers,people,picked,reception,screen,search,several,soon,stand,suitcase,trip,trunk,uncomfortable,upholstered,waiting,walking,woman"
1965,"appearance,big,black,building,burn,burned,burning,calm,crackling,dangerous,door,doubleglazed,eye,family,felt,fine,fire,fireplace,firewood,flame,front,glass,good,home,hot,house,imagined,likely,made,net,old,open,rather,red,rich,somewhere,sound,stone,thick,warm,wonderful,wood"
1981,"ambiguous,arranging,asia,boundary,chilling,clothes,colorful,costume,country,culture,ethnic,everyone,feeling,felt,fish,food,front,glimpse,ground,imagine,india,indian,lined,low,market,open,outdoor,pattern,peddling,poisoning,price,sally,selling,shrimp,southeast,squatting,stall,state,store,street,table,tag,wearing,woman,women,wondering,worry"
1994,"amazing,around,beside,body,bottom,car,desolate,dispose,figure,gun,holding,jeep,kind,long,mountain,one,overturn,part,person,projected,reflected,rocky,rugged,rusty,scared,scenery,seeing,shape,shot,shown,slightly,speculated,stand,state,supposed,tattered,thin,tire,under,whole,worried"
1998,"air,amusement,around,attraction,basket,board,dark,equipment,float,gathered,guest,id,kind,lifted,machine,movement,night,nobody,octopus,one,opposite,park,people,playground,plaything,reflected,resembles,ride,shape,signboard,sitting,slightly,supposed,swing,three,tornado,turn,turning,vehicle,well,written"
2033,"angle,appearance,been,blowing,boy,camera,car,center,closely,comical,design,different,forever,fountain,frog,front,getting,great,healed,hear,here,holding,interesting,japan,likely,looking,man,momentum,mouth,outlet,over,park,pretty,roadway,running,s,shape,shaped,sight,spitting,spurting,stylish,toward,vigorously,watching,water"
2037,"air,around,back,beautiful,between,big,center,certain,cliff,damp,discomfort,distance,downward,green,grows,hang,inclination,inclined,large,leaf,more,mountain,obliquely,photograph,rather,reason,rising,rock,rocky,rugged,scenery,seen,single,slight,slightly,slope,spreading,step,thick,top,tree,vertically,weight"
2045,"back,background,beautiful,black,bud,close,colorful,emphasized,end,family,feeling,felt,flower,front,green,imagine,leaf,lily,looked,middle,one,orange,petal,phenomenon,pink,purple,red,several,shape,shiny,soon,stem,strange,transparent,visible"
2059,"abdomen,adorable,air,animal,animation,anxious,behind,blue,body,character,computer,ct,dark,diagonally,display,displayed,doctor,does,elderly,face,felt,front,fur,heavy,human,illness,image,looking,male,man,medical,men,monitor,older,personal,picture,probably,purple,reflected,room,roundtheclock,scan,seal,seen,show,sign,slice,stomach,taken,watching,white"
2065,"activity,almost,behind,black,burned,burning,car,concerned,deformed,distinguish,driver,edge,face,fire,firebrigade,firefighter,firefighting,future,heavily,injured,member,men,over,person,put,roof,safe,screen,several,shape,site,smoke,staring,truck,vehicle,white,wish,wonder,yet"
2068,"back,beautiful,beyond,black,blue,buoy,calm,cold,coming,depth,few,floating,hair,height,immediate,long,mountain,okay,orange,others,pale,people,round,sea,seen,spreading,still,swimming,throughout,today,two,vicinity,waist,water,wave,white,woman"
2080,"across,animal,appearance,awesome,behind,being,beside,big,black,calf,car,cattle,child,country,cow,cross,crossing,dependable,dignifiedly,distant,example,feeling,follow,forest,good,growing,horn,house,hurry,idyllic,kept,large,long,much,nature,one,parent,paved,people,respectable,road,run,running,scenery,seen,several,show,slightly,slowly,small,smaller,two,whitish"
2097,"attaching,blue,booth,club,comfortable,complicated,currently,dj,djs,door,excited,face,finger,gazing,good,green,headphone,hear,illuminated,kind,knob,light,listening,machine,man,managing,men,operation,player,playing,plenty,preferred,preparing,record,red,seriously,song,sound,speaker,two"
2102,"above,being,board,boat,boatboarding,bridge,building,canal,carried,carrying,center,city,cityscape,definitely,elsewhere,europe,ferryboat,few,floating,flow,flowing,gondola,italy,lined,many,moving,number,old,one,over,passenger,people,place,reflected,reminiscent,ride,river,several,ship,sightseeing,small,stopped,street,surrounded,surroundings,time,tourist,venice,water,wonderful"
2105,"appearance,area,background,building,camera,chatting,city,design,equipment,flowerbed,gate,girl,heavy,made,men,one,people,piled,pink,place,red,resort,rock,roof,sidewalk,ski,skiing,skiwear,snow,snowboard,state,street,townscape,tree,two,walking,wear,winter,woman,women,wonder"
2109,"coming,descending,enjoyed,experience,felt,figure,flying,free,fun,ground,life,parachute,paraglider,paragliding,pattern,people,person,pink,place,red,reddish,relaxed,riding,sail,scheme,seemed,shape,sky,skydiving,slightly,sunset,surrounding,white,whitish,wonder"
